id,name,release_year,name_year,tmdbid,imdbid
2468,Jumpin' Jack Flash ,1986,Jumpin' Jack Flash 1986,10945,91306
2469,Peggy Sue Got Married ,1986,Peggy Sue Got Married 1986,10013,91738
2470,Crocodile Dundee ,1986,Crocodile Dundee 1986,9671,90555
2471,Crocodile Dundee II ,1988,Crocodile Dundee II 1988,9396,92493
2472,Tough Guys ,1986,Tough Guys 1986,11038,92105
2473,Soul Man ,1986,Soul Man 1986,12278,91991
2474,"Color of Money, The ",1986,"Color of Money, The 1986",11873,90863
2475,52 Pick-Up ,1986,52 Pick-Up 1986,18588,90567
2476,Heartbreak Ridge ,1986,Heartbreak Ridge 1986,10015,91187
2477,Firewalker ,1986,Firewalker 1986,12715,91055
2479,Gloria ,1999,Gloria 1999,45712,120683
2480,Dry Cleaning ,1997,Dry Cleaning 1997,6187,119773
2481,My Name Is Joe ,1998,My Name Is Joe 1998,8129,151691
2482,Still Crazy ,1998,Still Crazy 1998,1618,149151
2483,"Day of the Beast, The ",1995,"Day of the Beast, The 1995",10722,112922
2485,She's All That ,1999,She's All That 1999,10314,160862
2487,"Blood, Guts, Bullets and Octane ",1998,"Blood, Guts, Bullets and Octane 1998",47139,163984
2488,Peeping Tom ,1960,Peeping Tom 1960,11167,54167
2489,Spanish Fly ,1998,Spanish Fly 1998,170187,152548
2490,Payback ,1999,Payback 1999,2112,120784
2491,Simply Irresistible ,1999,Simply Irresistible 1999,16172,145893
2492,20 Dates ,1998,20 Dates 1998,111794,138987
2493,"Harmonists, The ",1997,"Harmonists, The 1997",9524,128133
2494,"Last Days, The ",1998,"Last Days, The 1998",20595,174852
2495,"Fantastic Planet, The ",1973,"Fantastic Planet, The 1973",16306,70544
2496,Blast from the Past ,1999,Blast from the Past 1999,11622,124298
2497,Message in a Bottle ,1999,Message in a Bottle 1999,10207,139462
2498,My Favorite Martian ,1999,My Favorite Martian 1999,9849,120764
2499,God Said 'Ha!' ,1998,God Said 'Ha!' 1998,82865,119207
2500,Jawbreaker ,1999,Jawbreaker 1999,18892,155776
2501,October Sky ,1999,October Sky 1999,13466,132477
2502,Office Space ,1999,Office Space 1999,1542,151804
2503,"Apple, The ",1998,"Apple, The 1998",43978,156901
2504,200 Cigarettes ,1999,200 Cigarettes 1999,15256,137338
2505,8MM ,1999,8MM 1999,8224,134273
2506,"Other Sister, The ",1999,"Other Sister, The 1999",18417,123209
2507,Breakfast of Champions ,1999,Breakfast of Champions 1999,12479,120618
2508,"Breaks, The ",1999,"Breaks, The 1999",15031,181322
2509,Eight Days a Week ,1997,Eight Days a Week 1997,15209,119054
2510,Just the Ticket ,1999,Just the Ticket 1999,26425,134948
2511,"Long Goodbye, The ",1973,"Long Goodbye, The 1973",1847,70334
2513,Pet Sematary ,1989,Pet Sematary 1989,8913,98084
2514,Pet Sematary II ,1992,Pet Sematary II 1992,10906,105128
2515,Children of the Corn II: The Final Sacrifice ,1993,Children of the Corn II: The Final Sacrifice 1993,25748,106557
2516,Children of the Corn III ,1994,Children of the Corn III 1994,25749,109415
2517,Christine ,1983,Christine 1983,8769,85333
2518,Night Shift ,1982,Night Shift 1982,14742,84412
2520,Airport ,1970,Airport 1970,10671,65377
2521,Airport 1975 ,1974,Airport 1975 1974,27932,71110
2522,Airport '77 ,1977,Airport '77 1977,7227,75648
2523,Rollercoaster ,1977,Rollercoaster 1977,10670,76636
2524,"Towering Inferno, The ",1974,"Towering Inferno, The 1974",5919,72308
2525,Alligator ,1980,Alligator 1980,33518,80354
2526,Meteor ,1979,Meteor 1979,40160,79550
2527,Westworld ,1973,Westworld 1973,2362,70909
2528,Logan's Run ,1976,Logan's Run 1976,10803,74812
2529,Planet of the Apes ,1968,Planet of the Apes 1968,871,63442
2530,Beneath the Planet of the Apes ,1970,Beneath the Planet of the Apes 1970,1685,65462
2531,Battle for the Planet of the Apes ,1973,Battle for the Planet of the Apes 1973,1705,69768
2532,Conquest of the Planet of the Apes ,1972,Conquest of the Planet of the Apes 1972,1688,68408
2533,Escape from the Planet of the Apes ,1971,Escape from the Planet of the Apes 1971,1687,67065
2534,Avalanche ,1978,Avalanche 1978,166680,77189
2535,Earthquake ,1974,Earthquake 1974,11123,71455
2536,"Concorde: Airport '79, The ",1979,"Concorde: Airport '79, The 1979",29723,78740
2537,Beyond the Poseidon Adventure ,1979,Beyond the Poseidon Adventure 1979,31638,78856
2538,Dancemaker ,1998,Dancemaker 1998,113286,175550
2539,Analyze This ,1999,Analyze This 1999,9535,122933
2540,"Corruptor, The ",1999,"Corruptor, The 1999",9455,142192
2541,Cruel Intentions ,1999,Cruel Intentions 1999,796,139134
2542,"Lock, Stock & Two Smoking Barrels ",1998,"Lock, Stock & Two Smoking Barrels 1998",100,120735
2543,Six Ways to Sunday ,1997,Six Ways to Sunday 1997,47501,127288
2544,"School of Flesh, The ",1998,"School of Flesh, The 1998",77936,157208
2545,Relax... It's Just Sex ,1998,Relax... It's Just Sex 1998,84586,159696
2546,"Deep End of the Ocean, The ",1999,"Deep End of the Ocean, The 1999",30943,120646
2547,Harvest ,1998,Harvest 1998,107946,125778
2548,"Rage: Carrie 2, The ",1999,"Rage: Carrie 2, The 1999",7341,144814
2549,Wing Commander ,1999,Wing Commander 1999,10350,131646
2550,"Haunting, The ",1963,"Haunting, The 1963",11772,57129
2551,Dead Ringers ,1988,Dead Ringers 1988,9540,94964
2552,My Boyfriend's Back ,1993,My Boyfriend's Back 1993,31503,107626
2553,Village of the Damned ,1960,Village of the Damned 1960,11773,54443
2554,Children of the Damned ,1963,Children of the Damned 1963,30202,56931
2555,Baby Geniuses ,1999,Baby Geniuses 1999,22345,118665
2556,Telling You ,1998,Telling You 1998,53685,120859
2557,I Stand Alone ,1998,I Stand Alone 1998,1567,157016
2558,Forces of Nature ,1999,Forces of Nature 1999,1641,141098
2559,"King and I, The ",1999,"King and I, The 1999",47288,160429
2560,Ravenous ,1999,Ravenous 1999,10212,129332
2561,True Crime ,1999,True Crime 1999,10354,139668
2562,Bandits ,1997,Bandits 1997,11526,118682
2565,"King and I, The ",1956,"King and I, The 1956",16520,49408
2566,Doug's 1st Movie ,1999,Doug's 1st Movie 1999,16508,187819
2567,EDtv ,1999,EDtv 1999,11374,131369
2568,"Mod Squad, The ",1999,"Mod Squad, The 1999",16379,120757
2569,Among Giants ,1998,Among Giants 1998,125123,122906
2570,"Walk on the Moon, A ",1999,"Walk on the Moon, A 1999",28029,120613
2571,"Matrix, The ",1999,"Matrix, The 1999",603,133093
2572,10 Things I Hate About You ,1999,10 Things I Hate About You 1999,4951,147800
2573,Tango ,1998,Tango 1998,65749,120274
2574,"Out-of-Towners, The ",1999,"Out-of-Towners, The 1999",8970,129280
2575,"Dreamlife of Angels, The ",1998,"Dreamlife of Angels, The 1998",9840,120449
2576,"Love, etc. ",1996,"Love, etc. 1996",186705,116932
2577,Metroland ,1997,Metroland 1997,30950,119665
2578,"Sticky Fingers of Time, The ",1997,"Sticky Fingers of Time, The 1997",70687,127302
2579,Following ,1998,Following 1998,11660,154506
2580,Go ,1999,Go 1999,9430,139239
2581,Never Been Kissed ,1999,Never Been Kissed 1999,11355,151738
2582,Twin Dragons ,1992,Twin Dragons 1992,18764,105399
2583,Cookie's Fortune ,1999,Cookie's Fortune 1999,9465,126250
2584,Foolish ,1999,Foolish 1999,27455,166195
2585,"Lovers of the Arctic Circle, The ",1998,"Lovers of the Arctic Circle, The 1998",1414,133363
2587,Life ,1999,Life 1999,6522,123964
2589,Friends & Lovers ,1999,Friends & Lovers 1999,114719,143261
2590,Hideous Kinky ,1998,Hideous Kinky 1998,10209,136244
2591,Jeanne and the Perfect Guy ,1998,Jeanne and the Perfect Guy 1998,25512,123923
2592,"Joyriders, The ",1999,"Joyriders, The 1999",143299,139394
2593,"Monster, The ",1994,"Monster, The 1994",22826,110570
2594,Open Your Eyes ,1997,Open Your Eyes 1997,1902,125659
2595,Photographer ,1998,Photographer 1998,0,188996
2596,SLC Punk! ,1998,SLC Punk! 1998,6396,133189
2597,Lost & Found ,1999,Lost & Found 1999,39964,120836
2598,Pushing Tin ,1999,Pushing Tin 1999,12596,120797
2599,Election ,1999,Election 1999,9451,126886
2600,eXistenZ ,1999,eXistenZ 1999,1946,120907
2601,"Little Bit of Soul, A ",1998,"Little Bit of Soul, A 1998",89522,119546
2604,Let it Come Down: The Life of Paul Bowles ,1998,Let it Come Down: The Life of Paul Bowles 1998,74140,168950
2605,Entrapment ,1999,Entrapment 1999,1844,137494
2606,Idle Hands ,1999,Idle Hands 1999,6552,138510
2607,Get Real ,1998,Get Real 1998,24584,162973
2608,Heaven ,1998,Heaven 1998,213985,120697
2609,"King of Masks, The ",1996,"King of Masks, The 1996",25471,115669
2610,Three Seasons ,1999,Three Seasons 1999,4154,138874
2612,Mildred Pierce ,1945,Mildred Pierce 1945,3309,37913
2613,Night of the Comet ,1984,Night of the Comet 1984,18462,87799
2614,Chopping Mall ,1986,Chopping Mall 1986,28941,90837
2615,My Science Project ,1985,My Science Project 1985,18252,89652
2616,Dick Tracy ,1990,Dick Tracy 1990,8592,99422
2617,"Mummy, The ",1999,"Mummy, The 1999",564,120616
2618,"Castle, The ",1997,"Castle, The 1997",26891,120075
2619,Mascara ,1999,Mascara 1999,140519,188052
2620,This Is My Father ,1998,This Is My Father 1998,25232,120865
2621,Xiu Xiu: The Sent-Down Girl ,1998,Xiu Xiu: The Sent-Down Girl 1998,33194,115005
2623,Trippin' ,1999,Trippin' 1999,53862,160298
2624,After Life ,1998,After Life 1998,17962,165078
2625,Black Mask ,1996,Black Mask 1996,9460,115693
2626,Edge of Seventeen ,1998,Edge of Seventeen 1998,4927,138414
2628,Star Wars: Episode I - The Phantom Menace ,1999,Star Wars: Episode I - The Phantom Menace 1999,1893,120915
2629,"Love Letter, The ",1999,"Love Letter, The 1999",31342,166252
2630,Besieged ,1998,Besieged 1998,44297,149723
2631,Frogs for Snakes ,1998,Frogs for Snakes 1998,95627,120680
2632,"Saragossa Manuscript, The ",1965,"Saragossa Manuscript, The 1965",8785,59643
2633,"Mummy, The ",1932,"Mummy, The 1932",15849,23245
2634,"Mummy, The ",1959,"Mummy, The 1959",18990,53085
2635,"Mummy's Curse, The ",1944,"Mummy's Curse, The 1944",29242,37098
2636,"Mummy's Ghost, The ",1944,"Mummy's Ghost, The 1944",29243,37099
2637,"Mummy's Hand, The ",1940,"Mummy's Hand, The 1940",31498,32818
2638,"Mummy's Tomb, The ",1942,"Mummy's Tomb, The 1942",29239,35096
2639,Mommie Dearest ,1981,Mommie Dearest 1981,15660,82766
2640,Superman ,1978,Superman 1978,1924,78346
2641,Superman II ,1980,Superman II 1980,8536,81573
2642,Superman III ,1983,Superman III 1983,9531,86393
2643,Superman IV: The Quest for Peace ,1987,Superman IV: The Quest for Peace 1987,11411,94074
2644,Dracula ,1931,Dracula 1931,138,21814
2646,House of Dracula ,1945,House of Dracula 1945,30793,37793
2647,House of Frankenstein ,1944,House of Frankenstein 1944,3103,36931
2648,Frankenstein ,1931,Frankenstein 1931,3035,21884
2649,Son of Frankenstein ,1939,Son of Frankenstein 1939,3077,31951
2650,"Ghost of Frankenstein, The ",1942,"Ghost of Frankenstein, The 1942",3074,34786
2651,Frankenstein Meets the Wolf Man ,1943,Frankenstein Meets the Wolf Man 1943,3076,35899
2652,"Curse of Frankenstein, The ",1957,"Curse of Frankenstein, The 1957",3079,50280
2653,Son of Dracula ,1943,Son of Dracula 1943,32023,36376
2654,"Wolf Man, The ",1941,"Wolf Man, The 1941",13666,34398
2655,Howling II: Your Sister Is a Werewolf ,1985,Howling II: Your Sister Is a Werewolf 1985,29794,89308
2656,Tarantula ,1955,Tarantula 1955,9077,48696
2657,"Rocky Horror Picture Show, The ",1975,"Rocky Horror Picture Show, The 1975",36685,73629
2658,"Flying Saucer, The ",1950,"Flying Saucer, The 1950",43391,42469
2659,It Came from Hollywood ,1982,It Came from Hollywood 1982,30168,84156
2661,It Came from Outer Space ,1953,It Came from Outer Space 1953,19483,45920
2662,"War of the Worlds, The ",1953,"War of the Worlds, The 1953",8974,46534
2663,It Came from Beneath the Sea ,1955,It Came from Beneath the Sea 1955,29959,48215
2664,Invasion of the Body Snatchers ,1956,Invasion of the Body Snatchers 1956,11549,49366
2666,It Conquered the World ,1956,It Conquered the World 1956,27625,49370
2667,"Mole People, The ",1956,"Mole People, The 1956",41516,49516
2668,Swamp Thing ,1982,Swamp Thing 1982,17918,84745
2669,Pork Chop Hill ,1959,Pork Chop Hill 1959,37305,53183
2671,Notting Hill ,1999,Notting Hill 1999,509,125439
2672,"Thirteenth Floor, The ",1999,"Thirteenth Floor, The 1999",1090,139809
2673,Eternity and a Day ,1998,Eternity and a Day 1998,24858,156794
2674,"Loss of Sexual Innocence, The ",1999,"Loss of Sexual Innocence, The 1999",15059,126859
2675,Twice Upon a Yesterday ,1998,Twice Upon a Yesterday 1998,55912,138590
2676,Instinct ,1999,Instinct 1999,12117,128278
2677,Buena Vista Social Club ,1999,Buena Vista Social Club 1999,11779,186508
2678,Desert Blue ,1999,Desert Blue 1999,41730,126261
2680,Floating ,1997,Floating 1997,100568,139216
2681,Free Enterprise ,1998,Free Enterprise 1998,13533,141105
2682,Limbo ,1999,Limbo 1999,62676,164085
2683,Austin Powers: The Spy Who Shagged Me ,1999,Austin Powers: The Spy Who Shagged Me 1999,817,145660
2685,"Red Dwarf, The ",1998,"Red Dwarf, The 1998",91598,156820
2686,"Red Violin, The ",1998,"Red Violin, The 1998",14283,120802
2687,Tarzan ,1999,Tarzan 1999,37135,120855
2688,"General's Daughter, The ",1999,"General's Daughter, The 1999",2275,144214
2689,Get Bruce ,1999,Get Bruce 1999,68426,184510
2690,"Ideal Husband, An ",1999,"Ideal Husband, An 1999",24137,122541
2692,Run Lola Run ,1998,Run Lola Run 1998,104,130827
2693,Trekkies ,1997,Trekkies 1997,15800,120370
2694,Big Daddy ,1999,Big Daddy 1999,9032,142342
2696,"Dinner Game, The ",1998,"Dinner Game, The 1998",9421,119038
2698,Zone 39 ,1997,Zone 39 1997,67067,120554
2699,Arachnophobia ,1990,Arachnophobia 1990,6488,99052
2700,"South Park: Bigger, Longer and Uncut ",1999,"South Park: Bigger, Longer and Uncut 1999",9473,158983
2701,Wild Wild West ,1999,Wild Wild West 1999,8487,120891
2702,Summer of Sam ,1999,Summer of Sam 1999,10279,162677
2703,Broken Vessels ,1998,Broken Vessels 1998,125263,149964
2704,"Lovers on the Bridge, The ",1991,"Lovers on the Bridge, The 1991",2767,101318
2705,"Late August, Early September ",1998,"Late August, Early September 1998",78568,167925
2706,American Pie ,1999,American Pie 1999,2105,163651
2707,Arlington Road ,1999,Arlington Road 1999,1073,137363
2708,"Autumn Tale, An ",1998,"Autumn Tale, An 1998",10239,137439
2709,Muppets From Space ,1999,Muppets From Space 1999,10208,158811
2710,"Blair Witch Project, The ",1999,"Blair Witch Project, The 1999",2667,185937
2711,My Life So Far ,1999,My Life So Far 1999,48958,120899
2712,Eyes Wide Shut ,1999,Eyes Wide Shut 1999,345,120663
2713,Lake Placid ,1999,Lake Placid 1999,9825,139414
2714,"Wood, The ",1999,"Wood, The 1999",16158,161100
2715,"Velocity of Gary, The ",1998,"Velocity of Gary, The 1998",133575,120878
2716,Ghostbusters ,1984,Ghostbusters 1984,620,87332
2717,Ghostbusters II ,1989,Ghostbusters II 1989,2978,97428
2718,Drop Dead Gorgeous ,1999,Drop Dead Gorgeous 1999,10490,157503
2719,"Haunting, The ",1999,"Haunting, The 1999",11618,171363
2720,Inspector Gadget ,1999,Inspector Gadget 1999,332,141369
2721,Trick ,1999,Trick 1999,1812,162710
2722,Deep Blue Sea ,1999,Deep Blue Sea 1999,8914,149261
2723,Mystery Men ,1999,Mystery Men 1999,9824,132347
2724,Runaway Bride ,1999,Runaway Bride 1999,4806,163187
2725,Twin Falls Idaho ,1999,Twin Falls Idaho 1999,33430,162830
2726,"Killing, The ",1956,"Killing, The 1956",247,49406
2727,Killer's Kiss ,1955,Killer's Kiss 1955,10056,48254
2728,Spartacus ,1960,Spartacus 1960,967,54331
2729,Lolita ,1962,Lolita 1962,802,56193
2730,Barry Lyndon ,1975,Barry Lyndon 1975,3175,72684
2731,"400 Blows, The ",1959,"400 Blows, The 1959",147,53198
2732,Jules and Jim ,1961,Jules and Jim 1961,1628,55032
2733,Vibes ,1988,Vibes 1988,21185,96378
2734,"Mosquito Coast, The ",1986,"Mosquito Coast, The 1986",11120,91557
2735,"Golden Child, The ",1986,"Golden Child, The 1986",10136,91129
2736,Brighton Beach Memoirs ,1986,Brighton Beach Memoirs 1986,32060,90774
2737,Assassination ,1987,Assassination 1987,48686,92585
2738,Crimes of the Heart ,1986,Crimes of the Heart 1986,48259,90886
2739,"Color Purple, The ",1985,"Color Purple, The 1985",873,88939
2740,"Kindred, The ",1986,"Kindred, The 1986",48660,91343
2741,No Mercy ,1986,No Mercy 1986,26789,91637
2743,Native Son ,1986,Native Son 1986,108312,91613
2744,Otello ,1986,Otello 1986,198469,91699
2745,"Mission, The ",1986,"Mission, The 1986",11416,91530
2746,Little Shop of Horrors ,1986,Little Shop of Horrors 1986,10776,91419
2747,"Little Shop of Horrors, The ",1960,"Little Shop of Horrors, The 1960",24452,54033
2749,"Morning After, The ",1986,"Morning After, The 1986",31924,91554
2750,Radio Days ,1987,Radio Days 1987,30890,93818
2751,From the Hip ,1987,From the Hip 1987,24081,93051
2752,Outrageous Fortune ,1987,Outrageous Fortune 1987,20242,93690
2753,"Bedroom Window, The ",1987,"Bedroom Window, The 1987",39074,92627
2754,Deadtime Stories ,1987,Deadtime Stories 1987,66194,92850
2755,Light of Day ,1987,Light of Day 1987,2115,93415
2756,Wanted: Dead or Alive ,1987,Wanted: Dead or Alive 1987,23599,94293
2757,Frances ,1982,Frances 1982,3526,83967
2758,Plenty ,1985,Plenty 1985,41166,89816
2759,Dick ,1999,Dick 1999,16406,144168
2760,"Gambler, The ",1997,"Gambler, The 1997",197239,129111
2761,"Iron Giant, The ",1999,"Iron Giant, The 1999",10386,129167
2762,"Sixth Sense, The ",1999,"Sixth Sense, The 1999",745,167404
2763,"Thomas Crown Affair, The ",1999,"Thomas Crown Affair, The 1999",913,155267
2764,"Thomas Crown Affair, The ",1968,"Thomas Crown Affair, The 1968",912,63688
2765,"Acid House, The ",1998,"Acid House, The 1998",12229,122515
2766,"Adventures of Sebastian Cole, The ",1998,"Adventures of Sebastian Cole, The 1998",67323,168449
2767,Illuminata ,1998,Illuminata 1998,91076,120709
2768,Stiff Upper Lips ,1998,Stiff Upper Lips 1998,89861,120210
2770,Bowfinger ,1999,Bowfinger 1999,11353,131325
2771,Brokedown Palace ,1999,Brokedown Palace 1999,17707,120620
2772,Detroit Rock City ,1999,Detroit Rock City 1999,9781,165710
2773,Alice and Martin ,1998,Alice and Martin 1998,102489,176422
2774,Better Than Chocolate ,1999,Better Than Chocolate 1999,18212,168987
2775,Head On ,1998,Head On 1998,13817,138487
2776,"Marcello Mastroianni: I Remember Yes, I Remember ",1997,"Marcello Mastroianni: I Remember Yes, I Remember 1997",126996,119614
2777,Cobra ,1925,Cobra 1925,38715,15693
2778,Never Talk to Strangers ,1995,Never Talk to Strangers 1995,48781,113965
2779,Heaven Can Wait ,1978,Heaven Can Wait 1978,12185,77663
2780,"Raven, The ",1963,"Raven, The 1963",29056,57449
2781,"Tingler, The ",1959,"Tingler, The 1959",26857,53363
2783,"Tomb of Ligeia, The ",1965,"Tomb of Ligeia, The 1965",29030,59821
2784,"Masque of the Red Death, The ",1964,"Masque of the Red Death, The 1964",25319,58333
2785,Tales of Terror ,1962,Tales of Terror 1962,29074,56552
2786,Haunted Honeymoon ,1986,Haunted Honeymoon 1986,24103,91178
2787,Cat's Eye ,1985,Cat's Eye 1985,10552,88889
2789,Damien: Omen II ,1978,Damien: Omen II 1978,10766,77394
2790,"Final Conflict, The ",1981,"Final Conflict, The 1981",10768,82377
2791,Airplane! ,1980,Airplane! 1980,813,80339
2792,Airplane II: The Sequel ,1982,Airplane II: The Sequel 1982,2665,83530
2793,"American Werewolf in Paris, An ",1997,"American Werewolf in Paris, An 1997",9406,118604
2794,European Vacation ,1985,European Vacation 1985,11418,89670
2796,Funny Farm ,1988,Funny Farm 1988,14170,95188
2797,Big ,1988,Big 1988,2280,94737
2798,Problem Child ,1990,Problem Child 1990,11077,100419
2799,Problem Child 2 ,1991,Problem Child 2 1991,28597,102719
2800,Little Nemo: Adventures in Slumberland ,1992,Little Nemo: Adventures in Slumberland 1992,22611,104740
2801,Oscar and Lucinda ,1997,Oscar and Lucinda 1997,39780,119843
2802,Tequila Sunrise ,1988,Tequila Sunrise 1988,10396,96244
2803,"Pelican Brief, The ",1993,"Pelican Brief, The 1993",9944,107798
2804,"Christmas Story, A ",1983,"Christmas Story, A 1983",850,85334
2805,Mickey Blue Eyes ,1999,Mickey Blue Eyes 1999,10154,130121
